,Rooms,Bathroom,Landsize,Lattitude,Longtitude,Price
3272,2,1.0,508.0,-37.7428,145.0557,460000.0
3274,4,2.0,592.0,-37.7478,145.0477,1000500.0
3275,3,1.0,596.0,-37.7432,145.0479,631000.0
3277,3,1.0,624.0,-37.7456,145.0397,691000.0
3278,3,1.0,523.0,-37.7369,145.0376,560000.0
3283,2,1.0,100.0,-37.7383,145.036,370000.0
3284,3,1.0,390.0,-37.7369,145.0422,532000.0
3293,2,1.0,331.0,-37.7441,145.0379,515500.0
3294,3,1.0,633.0,-37.746,145.0422,800000.0
3297,2,1.0,668.0,-37.7389,145.0393,620000.0
3299,2,1.0,89.0,-37.7444,145.047,360000.0
3300,2,1.0,368.0,-37.7341,145.0434,440500.0
3301,4,1.0,632.0,-37.7466,145.0428,758000.0
3306,3,1.0,338.0,-37.739000000000004,145.0481,480000.0
3307,4,2.0,521.0,-37.738,145.0374,715000.0
3309,3,1.0,616.0,-37.747,145.0389,646250.0
3310,3,1.0,368.0,-37.7344,145.04399999999995,1375000.0
3311,3,1.0,593.0,-37.7386,145.0387,722000.0
3316,2,1.0,632.0,-37.7443,145.0462,725000.0
3323,3,1.0,413.0,-37.7399,145.0369,465000.0
3325,2,1.0,732.0,-37.8931,145.0791,1550000.0
3326,2,1.0,0.0,-37.8967,145.0858,516000.0
3327,3,1.0,705.0,-37.8994,145.0816,1340000.0
3329,3,1.0,715.0,-37.9072,145.0762,1316000.0
3330,3,2.0,206.0,-37.8966,145.0863,828000.0
3331,3,1.0,562.0,-37.9022,145.0811,1055000.0
3332,2,1.0,101.0,-37.8988,145.0781,623000.0
3333,4,2.0,847.0,-37.8927,145.0781,2120000.0
3334,4,2.0,547.0,-37.9002,145.0768,1745000.0
3335,4,2.0,545.0,-37.9002,145.0773,1700000.0
3336,2,1.0,0.0,-37.9008,145.0859,420000.0
3341,4,1.0,696.0,-37.8991,145.0804,1337000.0
3342,2,1.0,0.0,-37.8942,145.0867,455000.0
3343,2,1.0,100.0,-37.8945,145.0876,400000.0
3345,3,1.0,730.0,-37.9034,145.0796,1210000.0
3346,4,2.0,678.0,-37.898,145.0815,1167500.0
3347,3,2.0,360.0,-37.8937,145.0779,900000.0
3349,2,1.0,575.0,-37.9084,145.0775,677500.0
3354,4,2.0,925.0,-37.7652,145.041,2265000.0
3359,3,3.0,626.0,-37.76,145.0326,981000.0
3360,4,2.0,1252.0,-37.7727,145.0484,2400000.0
3361,3,2.0,249.0,-37.766,145.0345,890000.0
3363,2,1.0,648.0,-37.7702,145.0493,739000.0
3365,3,2.0,399.0,-37.7551,145.05,785000.0
3366,3,1.0,537.0,-37.7773,145.0379,1155000.0
3368,2,1.0,557.0,-37.7568,145.0355,1020000.0
3371,3,1.0,630.0,-37.7635,145.039,1465000.0
3372,3,2.0,0.0,-37.765,145.0422,855000.0
3375,1,1.0,845.0,-37.7591,145.0501,413000.0
3377,3,1.0,687.0,-37.7634,145.0361,1220000.0
3378,3,2.0,608.0,-37.7702,145.0398,1605000.0
3379,2,1.0,721.0,-37.7634,145.0406,587000.0
3385,3,1.0,691.0,-37.7674,145.0392,1535000.0
3386,4,2.0,694.0,-37.7565,145.0506,1470000.0
3387,3,1.0,645.0,-37.7634,145.0439,1486000.0
3392,5,2.0,689.0,-37.7591,145.04,1730000.0
3394,3,2.0,684.0,-37.7659,145.0392,1850000.0
3396,5,3.0,1006.0,-37.7765,145.0427,2600000.0
3397,2,1.0,71.0,-37.7634,145.0406,500000.0
3400,3,1.0,597.0,-37.7645,145.0314,1102000.0
3401,3,2.0,834.0,-37.7587,145.0426,1275000.0
3403,2,2.0,124.0,-37.7618,145.0287,785000.0
3404,3,2.0,721.0,-37.758,145.0408,1223500.0
3406,4,2.0,631.0,-37.7771,145.0448,1720000.0
3407,3,1.0,572.0,-37.7709,145.0425,1225000.0
3409,4,1.0,605.0,-37.7707,145.0467,1460000.0
3410,1,1.0,0.0,-37.7753,145.0419,421000.0
3411,4,3.0,608.0,-37.7705,145.0396,2090000.0
3413,3,2.0,189.0,-37.7661,145.0354,700000.0
3416,4,3.0,719.0,-37.7815,145.0403,2595000.0
3417,2,1.0,134.0,-37.7582,145.034,710000.0
3418,3,2.0,0.0,-37.7694,145.0406,650000.0
3424,3,1.0,597.0,-37.7392,144.8241,515000.0
3426,3,2.0,530.0,-37.7375,144.8282,582000.0
3427,3,2.0,570.0,-37.7367,144.8246,545000.0
3429,4,2.0,649.0,-37.7382,144.8292,751000.0
3430,4,1.0,574.0,-37.7336,144.8226,500000.0
3431,4,2.0,612.0,-37.7378,144.8264,560000.0
3434,3,2.0,683.0,-37.7402,144.8591,703000.0
3435,3,1.0,538.0,-37.7441,144.8503,650000.0
3436,3,2.0,331.0,-37.7325,144.8621,770000.0
3439,4,2.0,289.0,-37.7506,144.8689,900000.0
3441,3,2.0,288.0,-37.7514,144.8731,700000.0
3443,4,2.0,540.0,-37.7482,144.877,816000.0
3444,4,1.0,622.0,-37.7425,144.8683,845000.0
3446,3,2.0,672.0,-37.7465,144.876,772000.0
3447,3,2.0,3977.0,-37.747,144.8663,650000.0
3448,3,2.0,532.0,-37.7295,144.8644,757000.0
3449,3,2.0,568.0,-37.7469,144.8526,690000.0
3451,3,1.0,412.0,-37.7459,144.8643,583000.0
3453,3,1.0,584.0,-37.7435,144.8798,880000.0
3454,3,2.0,112.0,-37.7434,144.881,580000.0
3455,4,3.0,322.0,-37.7293,144.8659,886000.0
3457,4,2.0,745.0,-37.7479,144.8805,920000.0
3462,3,3.0,605.0,-37.7459,144.8788,976000.0
3464,4,2.0,613.0,-37.7453,144.8721,1420000.0
3465,3,1.0,713.0,-37.7301,144.8671,900000.0
3470,3,1.0,352.0,-37.7459,144.8673,560000.0
3471,4,2.0,776.0,-37.7502,144.8745,1010000.0
3474,4,2.0,708.0,-37.7452,144.8652,835000.0
3475,3,2.0,440.0,-37.7517,144.8776,705000.0
3476,3,2.0,224.0,-37.749,144.8599,680000.0
3480,3,1.0,606.0,-37.7311,144.8663,785000.0
3481,3,2.0,716.0,-37.734,144.8593,695000.0
3483,2,1.0,0.0,-37.7346,144.8646,502000.0
3484,4,2.0,546.0,-37.7428,144.8536,770000.0
3486,3,1.0,542.0,-37.7408,144.8553,570000.0
3487,4,2.0,686.0,-37.7394,144.8628,830000.0
3488,3,1.0,565.0,-37.7498,144.8585,600000.0
3489,3,2.0,630.0,-37.7378,144.8705,825000.0
3492,4,2.0,547.0,-37.7381,144.8554,735000.0
3493,3,2.0,928.0,-37.7362,144.8643,875000.0
3494,3,1.0,554.0,-37.7303,144.8636,601200.0
3496,3,1.0,558.0,-37.7305,144.8646,680000.0
3502,3,1.0,616.0,-37.7449,144.8533,705000.0
3503,3,2.0,320.0,-37.7415,144.8668,710000.0
3504,4,2.0,544.0,-37.7479,144.8763,732000.0
3505,3,2.0,598.0,-37.7487,144.8526,715000.0
3507,3,1.0,166.0,-37.7929,144.9197,852000.0
3508,3,1.0,188.0,-37.7953,144.9275,1037000.0
3510,3,1.0,199.0,-37.7957,144.93200000000004,1470000.0
3513,2,1.0,0.0,-37.7974,144.9261,492500.0
3514,2,1.0,0.0,-37.794000000000004,144.923,420000.0
3518,2,1.0,0.0,-37.7899,144.9231,420000.0
3520,3,1.0,284.0,-37.7938,144.9228,1271000.0
3521,3,1.0,234.0,-37.7923,144.9332,1010000.0
3522,2,1.0,325.0,-37.7976,144.9213,750000.0
3524,2,2.0,138.0,-37.799,144.9276,905000.0
3525,2,1.0,174.0,-37.7959,144.9343,960000.0
3526,2,1.0,163.0,-37.7929,144.9287,1031000.0
3528,3,1.0,211.0,-37.7891,144.92600000000004,870000.0
3529,3,1.0,239.0,-37.7923,144.9324,1165000.0
3530,5,2.0,566.0,-37.7893,144.933,1710000.0
3532,3,1.0,275.0,-37.7954,144.9274,1455000.0
3533,1,1.0,0.0,-37.7961,144.9261,365000.0
3535,2,2.0,3448.0,-37.7976,144.9285,442000.0
3536,2,1.0,158.0,-37.7902,144.9319,765000.0
3537,2,1.0,3957.0,-37.7974,144.9261,515000.0
3539,1,1.0,0.0,-37.7961,144.9261,370000.0
3541,2,2.0,169.0,-37.7922,144.9316,1234500.0
3542,2,1.0,1111.0,-37.7896,144.9321,666000.0
3543,2,1.0,211.0,-37.7925,144.9264,825000.0
3547,2,1.0,132.0,-37.7989,144.9275,812000.0
3548,5,2.0,566.0,-37.7893,144.933,1900000.0
3549,1,1.0,0.0,-37.7913,144.9323,445000.0
3550,2,2.0,94.0,-37.7934,144.9166,732000.0
3551,3,2.0,250.0,-37.792,144.9324,1260000.0
3552,3,2.0,211.0,-37.7926,144.9197,1000000.0
3553,2,1.0,197.0,-37.7918,144.9264,1155000.0
3557,3,2.0,1181.0,-37.7982,144.9202,790000.0
3559,2,2.0,324.0,-37.7903,144.9345,700000.0
3561,3,1.0,312.0,-37.793,144.934,1230000.0
3562,2,1.0,0.0,-37.7948,144.9314,460000.0
3563,2,1.0,0.0,-37.7899,144.9231,395000.0
3565,2,1.0,169.0,-37.7925,144.9315,850000.0
3567,2,1.0,97.0,-37.7921,144.9234,868000.0
3569,2,1.0,0.0,-37.7937,144.9295,773000.0
3570,2,2.0,2136.0,-37.7956,144.935,631090.0
3571,2,1.0,0.0,-37.7897,144.9228,410000.0
3572,2,1.0,0.0,-37.7966,144.9254,425000.0
3587,2,1.0,745.0,-37.8024,145.0346,610000.0
3590,3,2.0,0.0,-37.8064,145.0182,882000.0
3597,4,3.0,992.0,-37.8046,145.0603,3550000.0
3598,2,1.0,405.0,-37.8012,145.0361,1326000.0
3600,4,2.0,400.0,-37.8147,145.0438,1950000.0
3603,4,2.0,603.0,-37.8095,145.0391,2550000.0
3604,3,2.0,392.0,-37.8081,145.0263,1878000.0
3605,4,3.0,277.0,-37.8007,145.0374,1910000.0
3606,3,1.0,304.0,-37.8023,145.0404,1410000.0
3608,3,1.0,782.0,-37.8107,145.0219,2310000.0
3611,4,2.0,364.0,-37.8125,145.043,2315000.0
3612,3,2.0,848.0,-37.796,145.0324,800000.0
3614,5,4.0,957.0,-37.8112,145.05700000000004,4850000.0
3616,6,6.0,1334.0,-37.8029,145.0267,6500000.0
3617,2,1.0,0.0,-37.8071,145.0243,580000.0
3619,3,2.0,591.0,-37.812,145.0268,1905000.0
3620,2,1.0,0.0,-37.7997,145.0304,478000.0
3621,2,1.0,0.0,-37.8108,145.0545,672000.0
3622,4,3.0,712.0,-37.8034,145.0527,2286000.0
3623,3,2.0,397.0,-37.8013,145.0335,1575000.0
3624,2,1.0,0.0,-37.805,145.0294,590000.0
3629,4,2.0,861.0,-37.8047,145.0534,2350000.0
3630,4,2.0,687.0,-37.8096,145.0529,1312000.0
3631,2,2.0,89.0,-37.8148,145.0571,890000.0
3633,2,1.0,424.0,-37.7995,145.0418,1331000.0
3634,4,2.0,586.0,-37.7933,145.0343,1800000.0
3636,3,2.0,288.0,-37.7997,145.046,1476000.0
3637,4,2.0,660.0,-37.8124,145.0361,2590000.0
3638,4,2.0,717.0,-37.8083,145.0418,2625000.0
3639,4,1.0,650.0,-37.8098,145.02200000000005,2265000.0
3640,5,2.0,531.0,-37.813,145.0411,1975000.0
3642,5,4.0,597.0,-37.7937,145.0353,2550000.0
3645,3,2.0,205.0,-37.7993,145.0267,1330000.0
3647,3,2.0,247.0,-37.8053,145.0327,1450000.0
3648,3,2.0,1353.0,-37.8006,145.0218,3650000.0
3649,2,1.0,0.0,-37.7925,145.0263,551000.0
3655,4,4.0,737.0,-37.8042,145.0291,2460000.0
3656,4,2.0,690.0,-37.8037,145.0308,2850000.0
3657,5,2.0,534.0,-37.8044,145.0386,2425000.0
3658,2,1.0,745.0,-37.8024,145.0346,610000.0
3659,3,2.0,140.0,-37.8063,145.0179,955000.0
3660,2,1.0,124.0,-37.7938,145.0321,707500.0
3662,3,1.0,904.0,-37.801,145.0297,732000.0
3663,2,1.0,1065.0,-37.7944,145.0339,2875000.0
3667,3,1.0,857.0,-37.7981,145.0423,1500000.0
3668,4,3.0,641.0,-37.7982,145.0281,1750000.0
3669,3,1.0,0.0,-37.8087,145.0452,1100000.0
3671,3,1.0,298.0,-37.8021,145.0391,1440000.0
3672,4,3.0,670.0,-37.8042,145.0279,2560000.0
3673,5,2.0,674.0,-37.8064,145.0608,2600000.0
3675,5,5.0,480.0,-37.8117,145.0449,3280000.0
3680,3,1.0,0.0,-37.7978,145.0333,620000.0
3681,4,3.0,700.0,-37.8033,145.0526,2600000.0
3682,5,2.0,920.0,-37.8017,145.0419,2800000.0
3683,3,2.0,275.0,-37.8052,145.0489,1420000.0
3684,3,2.0,336.0,-37.8074,145.0318,1800000.0
3686,1,1.0,0.0,-37.7999,145.0544,395000.0
3687,4,3.0,741.0,-37.8043,145.0291,2250000.0
3691,5,2.0,711.0,-37.7923,145.0528,1950000.0
3692,2,1.0,0.0,-37.7969,145.0511,605000.0
3693,3,1.0,672.0,-37.789,145.0616,1920000.0
3696,3,1.0,702.0,-37.7922,145.0518,1615000.0
3700,4,4.0,948.0,-37.7881,145.0631,2081000.0
3701,4,2.0,458.0,-37.7981,145.0472,1315000.0
3702,3,2.0,611.0,-37.7997,145.058,1750000.0
3704,5,3.0,695.0,-37.7904,145.0548,2100000.0
3707,6,3.0,730.0,-37.7917,145.0509,1300000.0
3710,4,2.0,458.0,-37.7981,145.0472,1315000.0
3711,3,2.0,248.0,-37.7923,145.0595,1620000.0
3716,3,2.0,165.0,-37.7773,144.8725,615000.0
3717,3,1.0,576.0,-37.7808,144.8678,715000.0
3718,4,2.0,308.0,-37.7833,144.8817,826000.0
3719,2,1.0,1972.0,-37.7863,144.8769,275000.0
3720,2,1.0,163.0,-37.789,144.8813,711000.0
3724,3,2.0,156.0,-37.7898,144.8722,695000.0
3727,3,1.0,306.0,-37.7838,144.8724,490000.0
3730,2,1.0,144.0,-37.7895,144.8667,502000.0
3731,3,2.0,239.0,-37.7882,144.8784,721000.0
3736,3,1.0,584.0,-37.7885,144.8771,840000.0
3737,2,1.0,0.0,-37.7776,144.8723,335000.0
3739,3,1.0,300.0,-37.7896,144.8752,832000.0
3740,2,1.0,270.0,-37.7871,144.8791,646000.0
3741,3,1.0,285.0,-37.7813,144.8678,673000.0
3744,3,1.0,214.0,-37.7798,144.8661,695000.0
3746,2,1.0,0.0,-37.7795,144.8729,349000.0
3747,3,1.0,210.0,-37.7869,144.8749,555000.0
3750,2,1.0,15100.0,-37.7795,144.8729,352500.0
3753,5,3.0,527.0,-37.7746,144.8727,1350000.0
3755,2,1.0,118.0,-37.787,144.8748,510000.0
3764,3,1.0,269.0,-37.7844,144.8665,490000.0
3767,4,1.0,595.0,-37.7817,144.868,675000.0
3768,3,1.0,381.0,-37.7874,144.8763,865000.0
3769,2,2.0,145.0,-37.7801,144.869,600000.0
3770,4,1.0,333.0,-37.7893,144.8818,773000.0
3774,3,2.0,231.0,-37.8607,145.0373,2050000.0
3776,4,2.0,502.0,-37.8515,145.0324,3460000.0
3777,4,2.0,586.0,-37.866,145.039,2400000.0
3779,3,2.0,396.0,-37.8562,145.0373,2025000.0
3783,2,1.0,0.0,-37.8515,145.0372,611000.0
3785,4,3.0,587.0,-37.8613,145.0393,3800000.0
3786,3,2.0,227.0,-37.8577,145.0406,1390000.0
3789,3,1.0,696.0,-37.8462,145.0386,2415000.0
3790,2,1.0,0.0,-37.8633,145.0338,566000.0
3791,3,1.0,313.0,-37.8511,145.0317,1437000.0
3792,2,1.0,0.0,-37.8693,145.0348,500000.0
3796,5,3.0,807.0,-37.8684,145.035,3400000.0
3797,3,2.0,471.0,-37.851,145.0316,2355000.0
3798,5,3.0,580.0,-37.8653,145.0304,4240000.0
3800,2,1.0,254.0,-37.8674,145.0355,1326000.0
3801,4,4.0,716.0,-37.8469,145.0377,4525000.0
3804,4,2.0,300.0,-37.8638,145.0298,1965000.0
3806,4,3.0,585.0,-37.868,145.03799999999995,3470000.0
3807,2,1.0,0.0,-37.8597,145.0322,740000.0
3808,5,3.0,501.0,-37.8631,145.0353,2325000.0
3809,3,2.0,246.0,-37.871,145.0364,1970000.0
3811,2,1.0,232.0,-37.8686,145.03799999999995,1475000.0
3815,2,1.0,0.0,-37.854,145.041,584000.0
3818,3,1.0,322.0,-37.8726,145.0396,1490000.0
3819,3,2.0,337.0,-37.8833,145.0697,1210000.0
3824,4,2.0,0.0,-37.8755,145.0523,2355000.0
3825,2,1.0,310.0,-37.8717,145.0399,1036000.0
3827,3,3.0,376.0,-37.8727,145.0458,2273000.0
3828,5,2.0,567.0,-37.8786,145.0495,2350000.0
3832,4,3.0,567.0,-37.8742,145.0614,2200000.0
3833,2,1.0,196.0,-37.8796,145.0876,790000.0
3835,4,2.0,797.0,-37.8783,145.0869,1185000.0
3836,3,2.0,769.0,-37.8799,145.0552,1837000.0
3838,3,2.0,216.0,-37.866,145.0549,1253000.0
3846,3,2.0,0.0,-37.8782,145.0649,922000.0
3847,5,2.0,837.0,-37.8756,145.0561,4802500.0
3848,1,1.0,0.0,-37.8769,145.0471,350000.0
3849,3,2.0,691.0,-37.8734,145.0887,1555000.0
3850,4,3.0,412.0,-37.8707,145.0482,2123000.0
3853,4,3.0,365.0,-37.8818,145.0548,1700000.0
3856,2,1.0,604.0,-37.8835,145.0886,1150000.0
3858,4,2.0,526.0,-37.8771,145.0505,2001000.0
3859,3,2.0,700.0,-37.8807,145.0547,1915000.0
3861,3,3.0,0.0,-37.8812,145.05700000000004,1135000.0
3862,4,2.0,310.0,-37.8822,145.0837,1240000.0
3863,3,2.0,181.0,-37.8823,145.0839,1120000.0
3865,3,1.0,888.0,-37.8799,145.0738,1500000.0
3867,3,1.0,170.0,-37.8689,145.0504,707500.0
3868,2,1.0,0.0,-37.865,145.0506,835000.0
3869,3,2.0,400.0,-37.8718,145.0404,1870000.0
3870,4,2.0,504.0,-37.8834,145.0635,1580000.0
3871,2,2.0,0.0,-37.8823,145.0729,820000.0
3872,2,1.0,0.0,-37.8811,145.0524,480000.0
3875,3,2.0,234.0,-37.8695,145.05,1680000.0
3880,1,1.0,0.0,-37.8764,145.0463,300000.0
3881,3,1.0,645.0,-37.875,145.0861,1100000.0
3882,1,1.0,0.0,-37.8728,145.0417,373000.0
3886,4,3.0,427.0,-37.8704,145.0503,2560000.0
3887,3,2.0,310.0,-37.8733,145.0883,960000.0
3888,1,1.0,0.0,-37.8704,145.0495,315000.0
3889,3,1.0,333.0,-37.8722,145.067,1297000.0
3890,3,2.0,0.0,-37.8689,145.06,1015000.0
3891,2,1.0,0.0,-37.8801,145.0874,523000.0
3892,3,2.0,606.0,-37.8831,145.0879,1335000.0
3894,2,1.0,0.0,-37.8804,145.0501,425000.0
3895,3,2.0,375.0,-37.8777,145.0608,1670000.0
3896,4,3.0,222.0,-37.878,145.0666,1350000.0
3897,3,1.0,764.0,-37.8814,145.0583,1650000.0
3899,3,1.0,288.0,-37.8752,145.0817,950000.0
3900,3,1.0,615.0,-37.8846,145.0861,1782500.0
3903,2,2.0,0.0,-37.8828,145.0528,650000.0
3906,3,1.0,597.0,-37.76300000000001,144.8877,975000.0
3907,3,2.0,77.0,-37.7746,144.8798,560000.0
3909,2,1.0,0.0,-37.7716,144.882,355000.0
3910,3,2.0,77.0,-37.7743,144.8797,550000.0
3911,2,1.0,5661.0,-37.773,144.8806,420000.0
3912,2,1.0,904.0,-37.7679,144.8935,399000.0
3914,3,1.0,762.0,-37.7707,144.8924,1105000.0
3915,3,1.0,250.0,-37.7861,144.8897,730000.0
3917,3,2.0,202.0,-37.768,144.8894,662500.0
3919,2,1.0,53.0,-37.7736,144.8798,410000.0
3921,3,1.0,689.0,-37.7823,144.887,920000.0
3922,3,2.0,645.0,-37.7662,144.8971,1320000.0
3923,5,3.0,446.0,-37.7712,144.8763,1150000.0
3928,3,2.0,222.0,-37.7697,144.878,847000.0
3929,2,1.0,3967.0,-37.7706,144.8805,400000.0
3931,3,2.0,1396.0,-37.7833,144.888,1072000.0
3934,2,2.0,176.0,-37.7693,144.8905,510000.0
3935,3,2.0,151.0,-37.7855,144.8958,865000.0
3938,2,1.0,98.0,-37.7677,144.8925,570000.0
3940,4,3.0,865.0,-37.7682,144.8971,1900000.0
3941,2,1.0,83.0,-37.7732,144.8927,429000.0
3944,3,2.0,4977.0,-37.7737,144.8816,456000.0
3945,2,2.0,3014.0,-37.7853,144.8944,566000.0
3946,2,1.0,85.0,-37.7732,144.8927,408000.0
3948,2,2.0,0.0,-37.7853,144.8999,470000.0
3950,3,3.0,173.0,-37.773,144.8947,780000.0
3952,2,1.0,54.0,-37.774,144.8797,440000.0
3953,4,2.0,452.0,-37.774,144.877,1048700.0
3954,2,1.0,54.0,-37.774,144.8797,400000.0
3955,4,3.0,613.0,-37.7799,144.8879,1215000.0
3956,4,3.0,688.0,-37.7713,144.8937,1180000.0
3957,4,3.0,325.0,-37.7822,144.8922,1117000.0
3958,2,1.0,0.0,-37.7678,144.8899,420000.0
3960,4,2.0,215.0,-37.7817,144.8916,770000.0
3962,5,2.0,694.0,-37.7819,144.8901,1151000.0
3963,3,1.0,678.0,-37.769,144.8935,907000.0
3964,2,2.0,3014.0,-37.7853,144.8944,570000.0
3965,3,2.0,203.0,-37.7853,144.8972,820000.0
3966,3,1.0,695.0,-37.7825,144.886,940000.0
3967,4,2.0,573.0,-37.7844,144.8876,1030000.0
3969,4,3.0,270.0,-37.7847,144.8962,1230000.0
3971,3,2.0,211.0,-37.7848,144.8969,884500.0
3974,3,1.0,578.0,-37.7837,144.8887,820000.0
3978,2,2.0,0.0,-37.8095,144.9691,780000.0
3979,2,1.0,0.0,-37.808,144.9617,535000.0
3980,2,1.0,0.0,-37.8091,144.9609,450000.0
3981,2,1.0,0.0,-37.8138,144.9548,360000.0
3982,2,1.0,0.0,-37.8106,144.9646,665000.0
3983,1,1.0,0.0,-37.8127,144.9627,386000.0
3984,1,1.0,0.0,-37.8157,144.9727,659000.0
3986,2,1.0,0.0,-37.8188,144.9544,545000.0
3987,1,1.0,0.0,-37.8178,144.9607,450000.0
3988,1,1.0,0.0,-37.8111,144.9715,432000.0
3991,3,2.0,0.0,-37.8095,144.9691,750000.0
3992,1,1.0,1414.0,-37.8161,144.9712,375000.0
3993,1,1.0,0.0,-37.8132,144.9545,680000.0
3994,2,1.0,0.0,-37.816,144.9535,470000.0
3996,2,1.0,0.0,-37.8106,144.9646,483000.0
3998,1,1.0,0.0,-37.8157,144.9727,700000.0
3999,2,1.0,4051.0,-37.8072,144.9623,520000.0
4000,1,1.0,0.0,-37.8168,144.9691,440000.0
4002,2,2.0,0.0,-37.8166,144.9635,733000.0
4005,3,2.0,0.0,-37.8095,144.9691,760000.0
4006,2,1.0,1136.0,-37.8211,144.9559,360000.0
4008,3,1.0,279.0,-37.8499,144.957,2600000.0
4009,3,1.0,277.0,-37.8516,144.9624,2350000.0
4011,2,1.0,760.0,-37.8474,144.9625,535000.0
4016,2,1.0,0.0,-37.8556,144.9669,700000.0
4020,4,2.0,182.0,-37.8518,144.9663,3120000.0
4021,2,1.0,123.0,-37.8551,144.968,1025000.0
4022,2,1.0,152.0,-37.8498,144.9628,1920000.0
4023,3,2.0,181.0,-37.8536,144.9625,2623000.0
4024,3,2.0,151.0,-37.847,144.9594,1500000.0
4025,2,1.0,152.0,-37.8513,144.9586,1630000.0
4026,3,1.0,217.0,-37.8474,144.9582,1910000.0
4027,2,1.0,613.0,-37.8238,145.1135,1320000.0
4029,2,2.0,0.0,-37.8161,145.1098,750000.0
4030,3,3.0,1149.0,-37.812,145.1095,2588000.0
4032,5,4.0,355.0,-37.812,145.1074,1400000.0
4036,4,2.0,931.0,-37.8226,145.1103,2200000.0
4038,3,2.0,330.0,-37.8167,145.107,1310000.0
4040,4,2.0,813.0,-37.8118,145.1065,2335000.0
4042,5,1.0,711.0,-37.8195,145.1134,1815000.0
4043,2,2.0,0.0,-37.8161,145.1098,725000.0
4044,4,2.0,2187.0,-37.8186,145.1134,3900000.0
4046,3,2.0,255.0,-37.8192,145.111,1200000.0
4047,3,2.0,640.0,-37.8173,145.1123,1564000.0
4048,2,1.0,0.0,-37.8161,145.1098,520000.0
4049,3,2.0,0.0,-37.7672,144.9209,670000.0
4051,3,2.0,0.0,-37.7688,144.9054,1055000.0
4052,2,1.0,0.0,-37.7677,144.9221,348000.0
4053,4,3.0,615.0,-37.7617,144.9052,1780000.0
4056,3,2.0,287.0,-37.7698,144.9214,1440000.0
4057,4,1.0,388.0,-37.7692,144.9057,1225000.0
4058,4,3.0,384.0,-37.7617,144.9272,1445000.0
4059,3,1.0,328.0,-37.7658,144.9077,990000.0
4061,3,2.0,477.0,-37.7661,144.9076,1550000.0
4062,3,1.0,443.0,-37.7585,144.928,1170000.0
4063,4,1.0,571.0,-37.7659,144.9116,1120000.0
4066,4,2.0,431.0,-37.7702,144.9268,1530000.0
4068,3,2.0,214.0,-37.7709,144.9334,832000.0
4069,2,1.0,0.0,-37.7701,144.9079,420000.0
4070,4,4.0,636.0,-37.7629,144.9157,2400000.0
4071,3,2.0,0.0,-37.7672,144.9209,565000.0
4072,2,1.0,0.0,-37.7617,144.9367,550000.0
4073,4,1.0,477.0,-37.7632,144.9292,1211000.0
4076,3,2.0,408.0,-37.77,144.91299999999995,1630000.0
4077,3,1.0,449.0,-37.7674,144.9084,1160000.0
4079,4,1.0,453.0,-37.7698,144.9336,1361500.0
4080,2,1.0,225.0,-37.7639,144.9093,945000.0
4081,1,1.0,0.0,-37.7652,144.9116,360000.0
4082,2,1.0,301.0,-37.7695,144.9092,860000.0
4084,4,1.0,539.0,-37.7701,144.9287,1637000.0
4085,3,2.0,249.0,-37.7609,144.9296,1505000.0
4086,2,1.0,1981.0,-37.7677,144.9221,515000.0
4088,2,1.0,0.0,-37.7715,144.916,330000.0
4090,4,1.0,549.0,-37.7696,144.929,1322000.0
4091,2,1.0,228.0,-37.7685,144.9183,1015000.0
4094,3,1.0,307.0,-37.7704,144.9083,840000.0
4096,5,3.0,646.0,-37.7625,144.9074,1900000.0
4098,5,3.0,619.0,-37.7691,144.9321,2340000.0
4100,3,2.0,394.0,-37.7699,144.9149,1400000.0
4105,4,2.0,435.0,-37.7601,144.9228,1640000.0
4106,3,1.0,436.0,-37.7704,144.9292,1480000.0
4108,2,1.0,0.0,-37.7597,144.9188,410000.0
4109,5,2.0,207.0,-37.7615,144.9333,980000.0
4114,3,2.0,216.0,-37.7607,144.9314,842500.0
4115,4,2.0,313.0,-37.7709,144.9288,1345000.0
4116,1,1.0,0.0,-37.758,144.9237,265000.0
4117,2,1.0,345.0,-37.773,144.9335,849000.0
4118,3,1.0,526.0,-37.7701,144.9172,1425000.0
4119,3,2.0,310.0,-37.7639,144.9126,1345000.0
4120,2,1.0,0.0,-37.7654,144.9094,330000.0
4121,4,2.0,67.0,-37.760999999999996,144.9262,726000.0
4122,3,2.0,283.0,-37.7638,144.9175,1250000.0
4123,3,2.0,156.0,-37.7631,144.9357,870000.0
4125,3,2.0,596.0,-37.7609,144.905,1725000.0
4128,2,1.0,166.0,-37.7624,144.9365,600000.0
4129,4,2.0,441.0,-37.7627,144.9278,1505000.0
4130,3,2.0,271.0,-37.7682,144.9058,850000.0
4131,1,1.0,0.0,-37.758,144.9237,292000.0
4133,5,1.0,739.0,-37.7613,144.9177,1740000.0
4136,2,1.0,0.0,-37.7677,144.92,470000.0
4137,3,2.0,217.0,-37.7704,144.9162,1130000.0
4140,3,3.0,325.0,-37.7702,144.9091,930000.0
4146,1,1.0,0.0,-37.7652,144.9116,336000.0
4147,2,2.0,239.0,-37.7708,144.9093,800000.0
4148,3,1.0,834.0,-37.9376,145.0474,1224000.0
4150,3,2.0,573.0,-37.9428,145.04399999999995,1000000.0
